phase	kind	file	line	target	change	text
p002	c-include	src/kern/platform/pcat.c	68	include/drivers/graphics/pcat.h	drivers/graphics/pcat.h -> drivers/platform/pcat/graphics/pcat.h	#include "drivers/graphics/pcat.h"
p002	c-include	src/kern/platform/rpi4.c	17	include/drivers/disklabel.h	drivers/disklabel.h -> drivers/disklabel/disklabel.h	#include <drivers/disklabel.h>
p002	c-include	src/kern/platform/sun4u.c	17	include/drivers/disklabel.h	drivers/disklabel.h -> drivers/disklabel/disklabel.h	#include <drivers/disklabel.h>
p002	c-include	src/kern/platform/x68k.c	18	include/drivers/disklabel.h	drivers/disklabel.h -> drivers/disklabel/disklabel.h	#include <drivers/disklabel.h>
p002	docs	AGENTS.md	386	include/drivers/i915.h	path	- `include/drivers/i915.h`: `drv_i915_pci_driver_register()` のみ公開。
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	37	include/drivers/gpu.h	path	'plan/ws014/tests/config-wayland-amd64.mk', 'include/drivers/gpu.h', 'include/drivers/venus.h',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	37	include/drivers/venus.h	path	'plan/ws014/tests/config-wayland-amd64.mk', 'include/drivers/gpu.h', 'include/drivers/venus.h',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	39	include/drivers/gpu-fence.h	path	'include/drivers/gpu-fence.h', 'src/drivers/gpu/gpu-fence.c', 'include/uapi/gpu-fence.h',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	40	include/drivers/gpu-scanout.h	path	'include/uapi/gpu-scanout.h', 'include/drivers/gpu-scanout.h',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	53	include/drivers/gpu-display.h	path	'include/drivers/gpu-display.h', 'include/uapi/gpu-display.h',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	54	include/drivers/pci.h	path	'include/drivers/pci.h', 'src/drivers/pci/pci-pcat.c',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	96	include/drivers/gpu-fence.h	path	'include/drivers/gpu-fence.h', 'src/drivers/gpu/gpu-fence.c',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	98	include/drivers/gpu-scanout.h	path	'include/drivers/gpu-scanout.h',
p002	plan-tests	plan/ws014/tests/run-venus-remote.py	105	include/drivers/gpu-share.h	path	'include/drivers/gpu-share.h', 'libc/include/errno.h', 'libc/include/stddef.h', 'libc/string.c',
p002	plan-tests	plan/ws025/tests/run-usb-reserve-host.py	20	include/drivers/usb.h	path	(out/'source.json').write_text(json.dumps({p:hashlib.sha256((repo/p).read_bytes()).hexdigest() for p in ('src/drivers/usb/usb.c','src/drivers/pci/pci-xhci.c','src/drivers/usb/usb-storage.c','include/drivers/usb.h')},indent=2)+'\n')
p002	plan-tests	plan/ws029/tests/retired/run-i915-remote.py	37	include/drivers/i915.h	path	'source_files': ['include/drivers/i915.h'],
p002	plan-tests	plan/ws030/tests/run-pci-device-cache-test.py	41	include/drivers/pci.h	path	paths = [*sources, "include/drivers/pci.h", "include/kern/pmem.h", "include/hal/hal.h",
p002	plan-tests	plan/ws035/tests/kernel-include-audit.py	95	include/drivers/	path	if p.startswith(("include/kern/", "include/hal/", "include/drivers/",
p002	plan-tests	plan/ws035/tests/refactor-refs.py	9	include/drivers/	path	p002  include/drivers/*                  -> include/drivers/<src/drivers layout>/*
p002	plan-tests	plan/ws035/tests/refactor-refs.py	38	include/drivers/	path	# p002: include/drivers/<file> -> include/drivers/<dir under src/drivers>/<file>.
p002	plan-tests	plan/ws035/tests/refactor-refs.py	118	include/drivers/	path	return f"include/drivers/{rule[0]}/{base}"
p002	plan-tests	plan/ws035/tests/refactor-refs.py	130	include/drivers/	path	if f.startswith("include/drivers/"):
p002	plan-tests	plan/ws035/tests/refactor-refs.py	131	include/drivers/	path	rel = f[len("include/drivers/"):]
p002	plan-tests	plan/ws035/tests/refactor-refs.py	145	include/drivers/	path	old, new = "include/drivers/" + rel, p002_new_path(rel)
p002	plan-tests	plan/ws035/tests/refactor-refs.py	372	include/drivers/	path	"include/drivers": "p002", "include/drivers/graphics": "p002",
p002	plan-tests	plan/ws035/tests/refactor-refs.py	372	include/drivers/graphics/	path	"include/drivers": "p002", "include/drivers/graphics": "p002",
p002	plan-tests	plan/ws035/tests/refactor-refs.py	373	include/drivers/hid/	path	"include/drivers/hid": "p002",
p002	plan-tests	plan/ws035/tests/refactor-refs.py	421	include/drivers/	path	and not f.startswith("include/drivers/") or f.startswith("include/boot/")}
p002	plan-tests	plan/ws035/tests/refactor-refs.py	567	include/drivers/	path	titles = {"p002": "p002: `include/drivers/*` → `src/drivers/` と同じ階層",
p002	plan-tests/include	plan/ws003/tests/dma-allocation-lock-test.c	6	include/drivers/dma.h	drivers/dma.h -> drivers/generic/dma.h	#include <drivers/dma.h>
p002	plan-tests/include	plan/ws003/tests/usb-hcd-unregister-test.c	6	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws003/tests/usb-storage-flush-test.c	2	include/drivers/usb-storage-bot.h	drivers/usb-storage-bot.h -> drivers/usb/usb-storage-bot.h	#include <drivers/usb-storage-bot.h>
p002	plan-tests/include	plan/ws003/tests/usb-storage-flush-test.c	3	include/drivers/usb-storage-scsi.h	drivers/usb-storage-scsi.h -> drivers/usb/usb-storage-scsi.h	#include <drivers/usb-storage-scsi.h>
p002	plan-tests/include	plan/ws003/tests/xhci-cancel-command-test.c	6	include/drivers/pci-xhci-lifecycle.h	drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h	#include <drivers/pci-xhci-lifecycle.h>
p002	plan-tests/include	plan/ws003/tests/xhci-capability-mmio-test.c	6	include/drivers/pci-xhci-capability.h	drivers/pci-xhci-capability.h -> drivers/pci/pci-xhci-capability.h	#include <drivers/pci-xhci-capability.h>
p002	plan-tests/include	plan/ws003/tests/xhci-capability-mmio-test.c	7	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws003/tests/xhci-control-ep0-reset-test.c	6	include/drivers/pci-xhci-control.h	drivers/pci-xhci-control.h -> drivers/pci/pci-xhci-control.h	#include <drivers/pci-xhci-control.h>
p002	plan-tests/include	plan/ws004/tests/dma-constraints-test.c	1	include/drivers/dma.h	drivers/dma.h -> drivers/generic/dma.h	#include <drivers/dma.h>
p002	plan-tests/include	plan/ws004/tests/gpt-host-test.c	6	include/drivers/disklabel.h	drivers/disklabel.h -> drivers/disklabel/disklabel.h	#include <drivers/disklabel.h>
p002	plan-tests/include	plan/ws004/tests/intel-ax211-dma-test.c	7	include/drivers/dma.h	drivers/dma.h -> drivers/generic/dma.h	#include <drivers/dma.h>
p002	plan-tests/include	plan/ws004/tests/intel-ax211-pci-test.c	6	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws004/tests/intel-ax211-tx-ring-test.c	4	include/drivers/dma.h	drivers/dma.h -> drivers/generic/dma.h	#include <drivers/dma.h>
p002	plan-tests/include	plan/ws004/tests/nvme-admin-test.c	6	include/drivers/pci-nvme-protocol.h	drivers/pci-nvme-protocol.h -> drivers/pci/pci-nvme-protocol.h	#include <drivers/pci-nvme-protocol.h>
p002	plan-tests/include	plan/ws004/tests/nvme-io-test.c	6	include/drivers/pci-nvme-protocol.h	drivers/pci-nvme-protocol.h -> drivers/pci/pci-nvme-protocol.h	#include <drivers/pci-nvme-protocol.h>
p002	plan-tests/include	plan/ws004/tests/pci-msi-qemu.c	4	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws004/tests/pci-msi-test.c	1	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws004/tests/pci-rescan-test.c	1	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws004/tests/pci-shared-intx-test.c	4	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws004/tests/pcie-capability-test.c	1	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws004/tests/usb-cdc-ncm-wire-test.c	2	include/drivers/usb-cdc-ncm.h	drivers/usb-cdc-ncm.h -> drivers/usb/usb-cdc-ncm.h	#include <drivers/usb-cdc-ncm.h>
p002	plan-tests/include	plan/ws004/tests/usb-function-model-test.c	6	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws004/tests/usb-rtl8822bu-driver-test.c	6	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws004/tests/usb-storage-scsi-test.c	2	include/drivers/usb-storage-scsi.h	drivers/usb-storage-scsi.h -> drivers/usb/usb-storage-scsi.h	#include <drivers/usb-storage-scsi.h>
p002	plan-tests/include	plan/ws004/tests/xhci-concurrent-urbs-test.c	2	include/drivers/pci-xhci-lifecycle.h	drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h	#include <drivers/pci-xhci-lifecycle.h>
p002	plan-tests/include	plan/ws004/tests/xhci-concurrent-urbs-test.c	3	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws004/tests/xhci-model-test.c	2	include/drivers/pci-xhci-capability.h	drivers/pci-xhci-capability.h -> drivers/pci/pci-xhci-capability.h	#include <drivers/pci-xhci-capability.h>
p002	plan-tests/include	plan/ws004/tests/xhci-model-test.c	3	include/drivers/pci-xhci-lifecycle.h	drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h	#include <drivers/pci-xhci-lifecycle.h>
p002	plan-tests/include	plan/ws004/tests/xhci-superspeed-interrupt-context-test.c	6	include/drivers/pci-xhci-control.h	drivers/pci-xhci-control.h -> drivers/pci/pci-xhci-control.h	#include <drivers/pci-xhci-control.h>
p002	plan-tests/include	plan/ws006/tests/hid-report-test.c	2	include/drivers/hid/hid-report.h	drivers/hid/hid-report.h -> drivers/usb/hid-report.h	#include "drivers/hid/hid-report.h"
p002	plan-tests/include	plan/ws006/tests/usb-hid-driver-test.c	2	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws006/tests/xhci-hid-hot-unplug-test.c	2	include/drivers/pci-xhci-lifecycle.h	drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h	#include <drivers/pci-xhci-lifecycle.h>
p002	plan-tests/include	plan/ws014/tests/gpu-fence-payload.c	12	include/drivers/gpu-fence.h	drivers/gpu-fence.h -> drivers/gpu/gpu-fence.h	#include <drivers/gpu-fence.h>
p002	plan-tests/include	plan/ws014/tests/gpu-fence.c	15	include/drivers/gpu-fence.h	drivers/gpu-fence.h -> drivers/gpu/gpu-fence.h	#include <drivers/gpu-fence.h>
p002	plan-tests/include	plan/ws014/tests/gpu-framework.c	18	include/drivers/gpu.h	drivers/gpu.h -> drivers/gpu/gpu.h	#include <drivers/gpu.h>
p002	plan-tests/include	plan/ws014/tests/gpu-framework.c	19	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws014/tests/pci-service-lifecycle-host.c	14	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p002	plan-tests/include	plan/ws018/tests/disklabel-host-test.c	6	include/drivers/disklabel.h	drivers/disklabel.h -> drivers/disklabel/disklabel.h	#include <drivers/disklabel.h>
p002	plan-tests/include	plan/ws019/tests/storage-foundation-test.c	13	include/drivers/disklabel.h	drivers/disklabel.h -> drivers/disklabel/disklabel.h	#include <drivers/disklabel.h>
p002	plan-tests/include	plan/ws025/tests/media-control-probe.c	2	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws025/tests/sg-kernel.c	3	include/drivers/dma.h	drivers/dma.h -> drivers/generic/dma.h	#include <drivers/dma.h>
p002	plan-tests/include	plan/ws025/tests/sg-kernel.c	4	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws025/tests/uas-command-host.c	2	include/drivers/usb-uas.h	drivers/usb-uas.h -> drivers/usb/usb-uas.h	#include <drivers/usb-uas.h>
p002	plan-tests/include	plan/ws025/tests/uas-descriptor-host.c	2	include/drivers/usb-uas.h	drivers/usb-uas.h -> drivers/usb/usb-uas.h	#include <drivers/usb-uas.h>
p002	plan-tests/include	plan/ws025/tests/uas-super-host.c	2	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws025/tests/uas-super-host.c	3	include/drivers/usb-uas.h	drivers/usb-uas.h -> drivers/usb/usb-uas.h	#include <drivers/usb-uas.h>
p002	plan-tests/include	plan/ws025/tests/uas-transport-host.c	2	include/drivers/usb.h	drivers/usb.h -> drivers/usb/usb.h	#include <drivers/usb.h>
p002	plan-tests/include	plan/ws025/tests/uas-transport-host.c	3	include/drivers/usb-uas.h	drivers/usb-uas.h -> drivers/usb/usb-uas.h	#include <drivers/usb-uas.h>
p002	plan-tests/include	plan/ws029/tests/i915-host-stubs.inc	32	include/drivers/gpu.h	drivers/gpu.h -> drivers/gpu/gpu.h	#include <drivers/gpu.h>
p002	plan-tests/include	plan/ws030/tests/pci-device-cache.c	12	include/drivers/pci.h	drivers/pci.h -> drivers/pci/pci.h	#include <drivers/pci.h>
p003	build	Makefile	15	libc/	path	# libc/ freestanding libc subset
p003	build	Makefile	513	libc/libc.mk	path	include libc/libc.mk
p003	build	libc/libc.mk	8	libc/regex/regcomp.c	path	ZEDBSD_REGEX_SOURCES := libc/regex/regcomp.c libc/regex/regexec.c \
p003	build	libc/libc.mk	8	libc/regex/regexec.c	path	ZEDBSD_REGEX_SOURCES := libc/regex/regcomp.c libc/regex/regexec.c \
p003	build	libc/libc.mk	9	libc/regex/regerror.c	path	libc/regex/regerror.c libc/regex/tre-mem.c
p003	build	libc/libc.mk	9	libc/regex/tre-mem.c	path	libc/regex/regerror.c libc/regex/tre-mem.c
p003	build	libc/libc.mk	13	libc/string-extra.c	path	libc/string-extra.c libc/fenv.c libc/wide-extra.c libc/inttypes.c \
p003	build	libc/libc.mk	13	libc/fenv.c	path	libc/string-extra.c libc/fenv.c libc/wide-extra.c libc/inttypes.c \
p003	build	libc/libc.mk	13	libc/wide-extra.c	path	libc/string-extra.c libc/fenv.c libc/wide-extra.c libc/inttypes.c \
p003	build	libc/libc.mk	13	libc/inttypes.c	path	libc/string-extra.c libc/fenv.c libc/wide-extra.c libc/inttypes.c \
p003	build	libc/libc.mk	14	libc/stdlib-extra.c	path	libc/stdlib-extra.c libc/time-extra.c libc/stdio-extra.c \
p003	build	libc/libc.mk	14	libc/time-extra.c	path	libc/stdlib-extra.c libc/time-extra.c libc/stdio-extra.c \
p003	build	libc/libc.mk	14	libc/stdio-extra.c	path	libc/stdlib-extra.c libc/time-extra.c libc/stdio-extra.c \
p003	build	libc/libc.mk	15	libc/setjmp.c	path	libc/setjmp.c libc/err.c libc/libgen.c libc/search.c \
p003	build	libc/libc.mk	15	libc/err.c	path	libc/setjmp.c libc/err.c libc/libgen.c libc/search.c \
p003	build	libc/libc.mk	15	libc/libgen.c	path	libc/setjmp.c libc/err.c libc/libgen.c libc/search.c \
p003	build	libc/libc.mk	15	libc/search.c	path	libc/setjmp.c libc/err.c libc/libgen.c libc/search.c \
p003	build	libc/libc.mk	16	libc/random48.c	path	libc/random48.c libc/random.c libc/xsi-crypto.c \
p003	build	libc/libc.mk	16	libc/random.c	path	libc/random48.c libc/random.c libc/xsi-crypto.c \
p003	build	libc/libc.mk	16	libc/xsi-crypto.c	path	libc/random48.c libc/random.c libc/xsi-crypto.c \
p003	build	libc/libc.mk	17	libc/ftw.c	path	libc/ftw.c libc/ndbm.c libc/realpath.c libc/tempnam.c \
p003	build	libc/libc.mk	17	libc/ndbm.c	path	libc/ftw.c libc/ndbm.c libc/realpath.c libc/tempnam.c \
p003	build	libc/libc.mk	17	libc/realpath.c	path	libc/ftw.c libc/ndbm.c libc/realpath.c libc/tempnam.c \
p003	build	libc/libc.mk	17	libc/tempnam.c	path	libc/ftw.c libc/ndbm.c libc/realpath.c libc/tempnam.c \
p003	build	libc/libc.mk	18	libc/xsi-process.c	path	libc/xsi-process.c libc/fmtmsg.c libc/syslog.c libc/sysv-ipc.c \
p003	build	libc/libc.mk	18	libc/fmtmsg.c	path	libc/xsi-process.c libc/fmtmsg.c libc/syslog.c libc/sysv-ipc.c \
p003	build	libc/libc.mk	18	libc/syslog.c	path	libc/xsi-process.c libc/fmtmsg.c libc/syslog.c libc/sysv-ipc.c \
p003	build	libc/libc.mk	18	libc/sysv-ipc.c	path	libc/xsi-process.c libc/fmtmsg.c libc/syslog.c libc/sysv-ipc.c \
p003	build	libc/libc.mk	19	libc/catalog.c	path	libc/catalog.c libc/locale-db.c libc/fnmatch.c libc/openbsd.c libc/openbsd-vis.c \
p003	build	libc/libc.mk	19	libc/locale-db.c	path	libc/catalog.c libc/locale-db.c libc/fnmatch.c libc/openbsd.c libc/openbsd-vis.c \
p003	build	libc/libc.mk	19	libc/fnmatch.c	path	libc/catalog.c libc/locale-db.c libc/fnmatch.c libc/openbsd.c libc/openbsd-vis.c \
p003	build	libc/libc.mk	19	libc/openbsd.c	path	libc/catalog.c libc/locale-db.c libc/fnmatch.c libc/openbsd.c libc/openbsd-vis.c \
p003	build	libc/libc.mk	19	libc/openbsd-vis.c	path	libc/catalog.c libc/locale-db.c libc/fnmatch.c libc/openbsd.c libc/openbsd-vis.c \
p003	build	libc/libc.mk	20	libc/openbsd-base64.c	path	libc/openbsd-base64.c libc/readpassphrase.c \
p003	build	libc/libc.mk	20	libc/readpassphrase.c	path	libc/openbsd-base64.c libc/readpassphrase.c \
p003	build	libc/libc.mk	21	libc/openbsd-opts.c	path	libc/openbsd-opts.c libc/openbsd-glob.c \
p003	build	libc/libc.mk	21	libc/openbsd-glob.c	path	libc/openbsd-opts.c libc/openbsd-glob.c \
p003	build	libc/libc.mk	22	libc/openbsd-digest.c	path	libc/openbsd-digest.c libc/openbsd-sha2.c \
p003	build	libc/libc.mk	22	libc/openbsd-sha2.c	path	libc/openbsd-digest.c libc/openbsd-sha2.c \
p003	build	libc/libc.mk	27	libc/heap.c	path	libc/heap.c \
p003	build	libc/libc.mk	28	libc/string.c	path	libc/string.c \
p003	build	libc/libc.mk	29	libc/string-extra.c	path	libc/string-extra.c \
p003	build	libc/libc.mk	30	libc/ctype.c	path	libc/ctype.c \
p003	build	libc/libc.mk	31	libc/fenv.c	path	libc/fenv.c \
p003	build	libc/libc.mk	32	libc/locale.c	path	libc/locale.c \
p003	build	libc/libc.mk	33	libc/wide.c	path	libc/wide.c \
p003	build	libc/libc.mk	34	libc/wide-extra.c	path	libc/wide-extra.c \
p003	build	libc/libc.mk	35	libc/int64.c	path	libc/int64.c \
p003	build	libc/libc.mk	36	libc/inttypes.c	path	libc/inttypes.c \
p003	build	libc/libc.mk	37	libc/strto.c	path	libc/strto.c \
p003	build	libc/libc.mk	38	libc/stdlib-extra.c	path	libc/stdlib-extra.c \
p003	build	libc/libc.mk	39	libc/time-extra.c	path	libc/time-extra.c \
p003	build	libc/libc.mk	40	libc/format.c	path	libc/format.c \
p003	build	libc/libc.mk	41	libc/stdio.c	path	libc/stdio.c \
p003	build	libc/libc.mk	42	libc/stdio-extra.c	path	libc/stdio-extra.c \
p003	build	libc/libc.mk	43	libc/setjmp.c	path	libc/setjmp.c \
p003	build	libc/libc.mk	44	libc/err.c	path	libc/err.c \
p003	build	libc/libc.mk	45	libc/libgen.c	path	libc/libgen.c \
p003	build	libc/libc.mk	46	libc/search.c	path	libc/search.c \
p003	build	libc/libc.mk	47	libc/random48.c	path	libc/random48.c \
p003	build	libc/libc.mk	48	libc/random.c	path	libc/random.c \
p003	build	libc/libc.mk	49	libc/xsi-crypto.c	path	libc/xsi-crypto.c \
p003	build	libc/libc.mk	50	libc/ftw.c	path	libc/ftw.c \
p003	build	libc/libc.mk	51	libc/ndbm.c	path	libc/ndbm.c \
p003	build	libc/libc.mk	52	libc/realpath.c	path	libc/realpath.c \
p003	build	libc/libc.mk	53	libc/tempnam.c	path	libc/tempnam.c \
p003	build	platform/amd64/vmunix.mk	516	libc/heap.c	path	userland/base/libc/utmpx.c libc/heap.c libc/string.c libc/ctype.c \
p003	build	platform/amd64/vmunix.mk	516	libc/string.c	path	userland/base/libc/utmpx.c libc/heap.c libc/string.c libc/ctype.c \
p003	build	platform/amd64/vmunix.mk	516	libc/ctype.c	path	userland/base/libc/utmpx.c libc/heap.c libc/string.c libc/ctype.c \
p003	build	platform/amd64/vmunix.mk	517	libc/locale.c	path	libc/locale.c libc/wide.c \
p003	build	platform/amd64/vmunix.mk	517	libc/wide.c	path	libc/locale.c libc/wide.c \
p003	build	platform/amd64/vmunix.mk	518	libc/int64.c	path	libc/int64.c libc/strto.c libc/format.c libc/stdio.c \
p003	build	platform/amd64/vmunix.mk	518	libc/strto.c	path	libc/int64.c libc/strto.c libc/format.c libc/stdio.c \
p003	build	platform/amd64/vmunix.mk	518	libc/format.c	path	libc/int64.c libc/strto.c libc/format.c libc/stdio.c \
p003	build	platform/amd64/vmunix.mk	518	libc/stdio.c	path	libc/int64.c libc/strto.c libc/format.c libc/stdio.c \
p003	build	platform/amd64/vmunix.mk	719	libc/heap.c	path	userland/base/libc/account.c userland/base/libc/crypt.c userland/base/libc/utmpx.c libc/heap.c \
p003	build	platform/amd64/vmunix.mk	720	libc/string.c	path	libc/string.c libc/ctype.c libc/locale.c libc/wide.c libc/int64.c \
p003	build	platform/amd64/vmunix.mk	720	libc/ctype.c	path	libc/string.c libc/ctype.c libc/locale.c libc/wide.c libc/int64.c \
p003	build	platform/amd64/vmunix.mk	720	libc/locale.c	path	libc/string.c libc/ctype.c libc/locale.c libc/wide.c libc/int64.c \
p003	build	platform/amd64/vmunix.mk	720	libc/wide.c	path	libc/string.c libc/ctype.c libc/locale.c libc/wide.c libc/int64.c \
p003	build	platform/amd64/vmunix.mk	720	libc/int64.c	path	libc/string.c libc/ctype.c libc/locale.c libc/wide.c libc/int64.c \
